ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS;VALOR_TTN_PAGO;VALOR_TT_PAGO
60093;49,23;0;0;0;0;0;0;;;;;;;;;;295,38;6;6;0;0;295,38
60094;72,86;0;0;0;0;0;0;0;0;0;0;;;;;;728,6;10;10;0;0;728,6
60095;151,62;0;0;0;0;0;;;;;;;;;;;758,1;5;5;0;0;758,1
60096;54,61;0;0;0;0;0;0;0;0;0;0;;;;;;546,1;10;10;0;0;546,1
60097;111,49;0;0;0;0;0;0;;;;;;;;;;668,94;6;6;0;0;668,94
60098;40,07;0;0;0;0;0;0;0;0;0;0;;;;;;400,7;10;10;0;0;400,7
60099;37,45;0;0;0;0;0;0;0;0;0;0;0;;;;;411,95;11;11;0;0;411,95
60100;38,05;0;0;0;0;0;0;0;0;0;0;0;;;;;418,55;11;11;0;0;418,55
60101;50,67;0;0;0;0;0;0;0;0;0;0;0;0;;;;608,04;12;12;0;0;608,04
60102;9,83;0;0;0;0;0;0;;;;;;;;;;58,98;6;6;0;0;58,98
60103;130,96;0;0;0;0;0;;;;;;;;;;;654,8;5;5;0;0;654,8
60104;83,97;0;0;0;0;0;;;;;;;;;;;419,85;5;5;0;0;419,85
60105;29,37;0;0;0;0;;;;;;;;;;;;117,48;4;4;0;0;117,48
60106;94,65;0;0;0;0;0;0;0;0;0;;;;;;;851,85;9;9;0;0;851,85
60107;28,19;0;0;0;0;;;;;;;;;;;;112,76;4;4;0;0;112,76
60108;17,81;0;0;0;0;0;0;;;;;;;;;;106,86;6;6;0;0;106,86
60109;73,64;0;0;0;0;0;0;0;0;0;0;;;;;;736,4;10;10;0;0;736,4
60110;39,8;0;;;;;;;;;;;;;;;39,8;1;1;0;0;39,8
60111;143,65;0;0;0;0;0;0;0;0;0;0;0;0;;;;1723,8;12;12;0;0;1723,8
60112;75,78;0;0;;;;;;;;;;;;;;151,56;2;2;0;0;151,56
60113;109,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1423,5;13;13;0;0;1423,5
60114;109,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1533;14;14;0;0;1533
60115;69,78;0;0;0;0;0;0;0;0;0;;;;;;;628,02;9;9;0;0;628,02
60116;13,5;0;0;0;0;0;0;;;;;;;;;;81;6;6;0;0;81
60117;12,44;0;0;0;0;0;0;;;;;;;;;;74,64;6;6;0;0;74,64
60118;102,91;0;0;0;0;0;;;;;;;;;;;514,55;5;5;0;0;514,55
60119;17,99;0;0;0;0;0;;;;;;;;;;;89,95;5;5;0;0;89,95
60120;17;0;0;0;0;0;0;;;;;;;;;;102;6;6;0;0;102
60121;107,02;0;0;0;0;0;0;0;0;0;0;0;0;;;;1284,24;12;12;0;0;1284,24
60122;39,69;0;0;0;0;0;0;0;0;0;0;0;0;;;;476,28;12;12;0;0;476,28
60123;38,46;0;0;0;0;0;0;0;0;0;0;;;;;;384,6;10;10;0;0;384,6
60124;132,69;0;0;0;0;0;0;0;0;0;0;;;;;;1326,9;10;10;0;0;1326,9
60125;69,54;0;0;0;0;0;0;0;0;0;;;;;;;625,86;9;9;0;0;625,86
60126;40,06;0;0;0;0;0;0;;;;;;;;;;240,36;6;6;0;0;240,36
60127;58,07;0;0;0;0;0;0;0;;;;;;;;;406,49;7;7;0;0;406,49
60128;22,9;0;0;0;;;;;;;;;;;;;68,7;3;3;0;0;68,7
60129;32,68;0;0;0;0;0;0;0;;;;;;;;;228,76;7;7;0;0;228,76
60130;18,02;0;0;0;0;0;;;;;;;;;;;90,1;5;5;0;0;90,1
60131;35,51;0;0;0;0;0;0;0;0;0;0;0;0;;;;426,12;12;12;0;0;426,12
60132;90,52;0;0;0;0;0;0;0;0;0;0;;;;;;905,2;10;10;0;0;905,2
60133;179,5;0;0;0;0;0;0;0;0;0;0;0;0;;;;2154;12;12;0;0;2154
60134;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;612;12;12;0;0;612
60135;73,82;0;0;0;0;;;;;;;;;;;;295,28;4;4;0;0;295,28
60136;66,23;0;0;0;0;0;0;0;0;0;;;;;;;596,07;9;9;0;0;596,07
60137;28,83;0;0;0;0;0;0;;;;;;;;;;172,98;6;6;0;0;172,98
60138;22,53;0;0;0;0;0;0;0;0;0;0;0;0;;;;270,36;12;12;0;0;270,36
60139;145,68;0;0;0;0;0;0;0;0;0;0;0;0;;;;1748,16;12;12;0;0;1748,16
60140;11,16;0;0;0;0;0;0;;;;;;;;;;66,96;6;6;0;0;66,96
60141;46,86;0;0;0;0;0;0;0;0;0;0;0;0;;;;562,32;12;12;0;0;562,32
60142;47,52;0;0;0;0;0;;;;;;;;;;;237,6;5;5;0;0;237,6
60143;149,94;0;0;0;0;0;0;0;;;;;;;;;1049,58;7;7;0;0;1049,58
60144;37,17;0;0;0;0;;;;;;;;;;;;148,68;4;4;0;0;148,68
60145;13,29;0;0;0;;;;;;;;;;;;;39,87;3;3;0;0;39,87
60146;59,96;0;0;0;0;0;0;0;0;0;0;0;0;;;;719,52;12;12;0;0;719,52
60147;27,19;0;0;0;0;0;0;;;;;;;;;;163,14;6;6;0;0;163,14
60148;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;420;12;12;0;0;420
60149;58,08;0;0;0;;;;;;;;;;;;;174,24;3;3;0;0;174,24
60150;66,15;0;0;0;0;0;0;0;0;0;0;;;;;;661,5;10;10;0;0;661,5
60151;123,21;0;0;0;0;0;0;0;0;0;0;0;;;;;1355,31;11;11;0;0;1355,31
60152;69;0;;;;;;;;;;;;;;;69;1;1;0;0;69
60153;103,12;0;0;0;;;;;;;;;;;;;309,36;3;3;0;0;309,36
60154;57,47;0;0;0;0;0;0;0;0;0;0;;;;;;574,7;10;10;0;0;574,7
60155;71,6;0;0;0;0;0;;;;;;;;;;;358;5;5;0;0;358
60156;31,13;0;0;0;0;0;0;;;;;;;;;;186,78;6;6;0;0;186,78
60157;153;0;0;0;0;0;0;0;0;0;0;;;;;;1530;10;10;0;0;1530
60158;74,65;0;0;0;0;0;0;0;0;0;0;;;;;;746,5;10;10;0;0;746,5
60159;85,2;0;0;0;0;;;;;;;;;;;;340,8;4;4;0;0;340,8
60160;56,75;0;0;0;0;0;;;;;;;;;;;283,75;5;5;0;0;283,75
60161;11;0;0;0;0;0;;;;;;;;;;;55;5;5;0;0;55
60162;13,65;0;0;0;0;;;;;;;;;;;;54,6;4;4;0;0;54,6
60163;299;0;0;0;0;0;0;;;;;;;;;;1794;6;6;0;0;1794
60164;73,34;0;0;0;0;0;0;0;0;0;0;0;0;;;;880,08;12;12;0;0;880,08
60165;62,18;0;0;0;0;0;0;0;0;;;;;;;;497,44;8;8;0;0;497,44
60166;84,9;0;0;0;0;0;0;0;0;0;0;;;;;;849;10;10;0;0;849
60167;38,83;0;0;0;0;0;0;;;;;;;;;;232,98;6;6;0;0;232,98
60168;82,47;0;0;0;0;0;0;0;0;0;0;0;0;;;;989,64;12;12;0;0;989,64
60169;48,38;0;0;0;0;0;0;0;0;0;0;0;0;;;;580,56;12;12;0;0;580,56
60170;56,25;0;0;0;0;0;0;0;0;0;0;;;;;;562,5;10;10;0;0;562,5
60171;144,12;0;0;0;0;0;0;0;;;;;;;;;1008,84;7;7;0;0;1008,84
60172;81,7;0;0;0;0;0;0;0;;;;;;;;;571,9;7;7;0;0;571,9
60173;18,69;0;0;0;0;0;;;;;;;;;;;93,45;5;5;0;0;93,45
60174;9;0;0;0;0;;;;;;;;;;;;36;4;4;0;0;36
60175;18,9;0;0;0;0;0;0;;;;;;;;;;113,4;6;6;0;0;113,4
60176;124,95;0;0;0;0;0;0;0;0;0;0;;;;;;1249,5;10;10;0;0;1249,5
60177;13,5;0;0;0;0;0;0;;;;;;;;;;81;6;6;0;0;81
60178;41,64;0;0;0;0;0;0;0;0;0;0;;;;;;416,4;10;10;0;0;416,4
60179;24,83;0;0;0;0;0;0;;;;;;;;;;148,98;6;6;0;0;148,98
60180;331,39;0;0;0;0;0;0;0;0;0;0;0;0;;;;3976,68;12;12;0;0;3976,68
60181;87,55;0;0;;;;;;;;;;;;;;175,1;2;2;0;0;175,1
60182;175,31;0;0;0;0;0;0;0;0;0;0;;;;;;1753,1;10;10;0;0;1753,1
60183;185,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2602,32;14;14;0;0;2602,32
60184;61,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916,8;15;15;0;0;916,8
60185;148,78;0;0;0;0;0;0;0;0;0;0;0;0;;;;1785,36;12;12;0;0;1785,36
60186;117,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1765,65;15;15;0;0;1765,65
60187;73,23;0;0;0;0;0;0;0;0;0;0;;;;;;732,3;10;10;0;0;732,3
60188;37,14;0;0;0;0;0;0;0;0;;;;;;;;297,12;8;8;0;0;297,12
60189;86,75;0;0;0;0;0;0;;;;;;;;;;520,5;6;6;0;0;520,5
60190;50,18;0;0;0;;;;;;;;;;;;;150,54;3;3;0;0;150,54
60191;27,33;0;0;0;0;0;0;;;;;;;;;;163,98;6;6;0;0;163,98
60192;36,5;0;0;;;;;;;;;;;;;;73;2;2;0;0;73
60193;39;0;;;;;;;;;;;;;;;39;1;1;0;0;39
60194;38,14;0;0;0;;;;;;;;;;;;;114,42;3;3;0;0;114,42
60195;46,99;0;0;0;0;0;0;0;0;0;0;;;;;;469,9;10;10;0;0;469,9
60196;29,31;0;0;0;0;0;0;0;0;;;;;;;;234,48;8;8;0;0;234,48
60197;62,7;0;0;0;0;0;0;0;0;0;0;;;;;;627;10;10;0;0;627
60198;111,93;0;0;0;0;0;0;;;;;;;;;;671,58;6;6;0;0;671,58
60199;25,72;0;0;;;;;;;;;;;;;;51,44;2;2;0;0;51,44
60200;26,33;0;0;0;0;0;0;;;;;;;;;;157,98;6;6;0;0;157,98
60201;67,93;0;0;0;0;0;0;0;0;0;;;;;;;611,37;9;9;0;0;611,37
60202;74,26;0;0;0;0;0;0;0;0;0;0;;;;;;742,6;10;10;0;0;742,6
60203;155,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330,25;15;15;0;0;2330,25
60204;11,84;0;0;0;0;;;;;;;;;;;;47,36;4;4;0;0;47,36
60205;19,95;0;0;;;;;;;;;;;;;;39,9;2;2;0;0;39,9
60206;54,68;0;0;;;;;;;;;;;;;;109,36;2;2;0;0;109,36
60207;126,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1903,5;15;15;0;0;1903,5
60208;97,93;0;0;0;0;0;0;0;0;0;0;0;0;;;;1175,16;12;12;0;0;1175,16
60209;11,83;0;0;0;0;0;0;;;;;;;;;;70,98;6;6;0;0;70,98
60210;65,71;0;0;0;0;0;0;;;;;;;;;;394,26;6;6;0;0;394,26
60211;146,92;0;0;0;0;0;0;0;0;0;0;0;0;;;;1763,04;12;12;0;0;1763,04
60212;55,46;0;0;0;0;0;0;0;0;0;0;0;0;;;;665,52;12;12;0;0;665,52
60213;115,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;1389,6;12;12;0;0;1389,6
60214;158,33;0;0;0;0;0;0;0;0;0;0;0;0;;;;1899,96;12;12;0;0;1899,96
60215;146,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;1761,6;12;12;0;0;1761,6
60216;22,33;0;0;0;0;0;0;;;;;;;;;;133,98;6;6;0;0;133,98
60217;73,73;0;0;0;0;;;;;;;;;;;;294,92;4;4;0;0;294,92
60218;93,79;0;0;0;0;0;0;0;0;0;0;0;0;;;;1125,48;12;12;0;0;1125,48
60219;32;0;1;1;1;1;1;1;1;;;;;;;;256;8;1;7;224;32
60220;14,61;0;0;0;0;0;0;;;;;;;;;;87,66;6;6;0;0;87,66
60221;100,96;0;0;0;0;0;0;;;;;;;;;;605,76;6;6;0;0;605,76
60222;21,73;0;0;0;0;0;0;;;;;;;;;;130,38;6;6;0;0;130,38
60223;68,69;0;0;0;0;0;;;;;;;;;;;343,45;5;5;0;0;343,45
60224;22,33;0;0;0;0;0;0;;;;;;;;;;133,98;6;6;0;0;133,98
60225;196,46;0;0;0;0;0;0;0;0;0;0;0;0;;;;2357,52;12;12;0;0;2357,52
60226;21,5;0;0;0;0;0;0;;;;;;;;;;129;6;6;0;0;129
60227;17,74;0;0;0;0;0;0;;;;;;;;;;106,44;6;6;0;0;106,44
60228;144,78;0;0;0;0;0;0;0;0;0;0;0;0;;;;1737,36;12;12;0;0;1737,36
60229;63;0;0;0;0;0;0;0;0;0;0;;;;;;630;10;10;0;0;630
60230;8,16;0;0;0;0;0;0;;;;;;;;;;48,96;6;6;0;0;48,96
60231;42,9;0;0;0;0;0;0;0;0;0;0;;;;;;429;10;10;0;0;429
60232;82,23;0;0;0;0;0;0;0;0;0;0;0;0;;;;986,76;12;12;0;0;986,76
60233;51,39;0;0;0;0;0;;;;;;;;;;;256,95;5;5;0;0;256,95
60234;22,99;0;0;0;0;0;0;;;;;;;;;;137,94;6;6;0;0;137,94
60235;54,66;0;0;0;;;;;;;;;;;;;163,98;3;3;0;0;163,98
60236;133,16;0;0;0;0;0;0;;;;;;;;;;798,96;6;6;0;0;798,96
60237;62,83;0;0;0;0;0;0;0;0;0;0;0;0;;;;753,96;12;12;0;0;753,96
60238;15,83;0;0;0;0;0;0;;;;;;;;;;94,98;6;6;0;0;94,98
60239;49,22;0;0;0;0;0;0;0;0;0;0;0;0;;;;590,64;12;12;0;0;590,64
60240;41,78;0;0;0;0;0;0;0;0;0;0;0;0;;;;501,36;12;12;0;0;501,36
60241;44;0;0;0;0;0;0;0;0;0;0;;;;;;440;10;10;0;0;440
60242;122,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839,9;15;15;0;0;1839,9
60243;122,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1836,6;15;15;0;0;1836,6
60244;40,61;0;0;0;0;0;0;0;0;0;;;;;;;365,49;9;9;0;0;365,49
60245;23,9;0;0;0;;;;;;;;;;;;;71,7;3;3;0;0;71,7
60246;85,77;0;0;0;0;0;0;0;0;0;0;0;0;;;;1029,24;12;12;0;0;1029,24
60247;11,95;0;0;0;0;0;0;;;;;;;;;;71,7;6;6;0;0;71,7
60248;63,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955,05;15;15;0;0;955,05
60249;23;0;0;0;0;0;0;0;0;0;0;;;;;;230;10;10;0;0;230
60250;48,91;0;0;0;0;0;0;0;0;0;0;0;0;;;;586,92;12;12;0;0;586,92
60251;28,08;0;0;0;0;0;0;0;0;0;0;0;0;;;;336,96;12;12;0;0;336,96
60252;24,28;0;0;0;0;0;0;;;;;;;;;;145,68;6;6;0;0;145,68
60253;112,96;0;0;0;0;0;0;0;0;0;0;;;;;;1129,6;10;10;0;0;1129,6
60254;108,08;0;0;0;0;0;0;0;0;0;;;;;;;972,72;9;9;0;0;972,72
60255;97,74;0;0;0;0;0;0;0;0;0;0;0;0;;;;1172,88;12;12;0;0;1172,88
60256;89,37;0;0;0;0;0;0;0;0;0;0;;;;;;893,7;10;10;0;0;893,7
60257;94,16;0;0;0;0;0;0;0;0;0;0;0;0;;;;1129,92;12;12;0;0;1129,92
60258;83;0;0;0;0;0;0;;;;;;;;;;498;6;6;0;0;498
60259;37,35;0;0;0;0;0;;;;;;;;;;;186,75;5;5;0;0;186,75
60260;105,36;0;0;0;0;0;;;;;;;;;;;526,8;5;5;0;0;526,8
60261;64,3;0;0;0;0;0;0;0;0;0;0;0;0;;;;771,6;12;12;0;0;771,6
60262;39,4;0;0;0;0;0;0;;;;;;;;;;236,4;6;6;0;0;236,4
60263;96,99;0;0;0;;;;;;;;;;;;;290,97;3;3;0;0;290,97
60264;35,4;0;0;0;0;0;0;;;;;;;;;;212,4;6;6;0;0;212,4
60265;50,83;0;0;0;0;0;0;0;0;0;0;;;;;;508,3;10;10;0;0;508,3
60266;12,83;0;0;0;0;0;0;;;;;;;;;;76,98;6;6;0;0;76,98
60267;227;0;0;;;;;;;;;;;;;;454;2;2;0;0;454
60268;102,69;0;0;0;0;0;0;;;;;;;;;;616,14;6;6;0;0;616,14
60269;41,6;0;0;0;0;;;;;;;;;;;;166,4;4;4;0;0;166,4
60270;48,61;0;0;0;0;0;0;0;0;0;0;;;;;;486,1;10;10;0;0;486,1
60271;74,41;0;0;0;0;0;0;0;0;0;0;;;;;;744,1;10;10;0;0;744,1
60272;186,84;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2802,6;15;13;2;373,68;2428,92
60273;127,65;0;0;0;0;0;0;0;0;0;0;;;;;;1276,5;10;10;0;0;1276,5
60274;59,9;0;0;0;0;0;0;0;0;0;0;;;;;;599;10;10;0;0;599
60275;64,5;0;0;;;;;;;;;;;;;;129;2;2;0;0;129
60276;27,33;0;0;0;0;0;0;;;;;;;;;;163,98;6;6;0;0;163,98
60277;145,06;0;0;0;0;0;0;0;0;0;0;0;0;;;;1740,72;12;12;0;0;1740,72
60278;24,65;0;0;0;0;0;0;0;0;0;0;;;;;;246,5;10;10;0;0;246,5
60279;123,19;0;0;0;0;0;0;0;0;0;0;0;0;;;;1478,28;12;12;0;0;1478,28
60280;48,62;0;0;0;0;0;0;0;0;0;0;0;0;;;;583,44;12;12;0;0;583,44
60281;38,82;0;0;0;0;0;0;0;0;0;;;;;;;349,38;9;9;0;0;349,38
60282;47,33;0;0;0;0;0;0;0;0;0;0;;;;;;473,3;10;10;0;0;473,3
60283;20,5;0;0;0;0;;;;;;;;;;;;82;4;4;0;0;82
60284;42,92;0;0;0;0;0;0;0;0;0;0;;;;;;429,2;10;10;0;0;429,2
60285;145,78;0;0;0;0;0;0;0;0;0;0;0;0;;;;1749,36;12;12;0;0;1749,36
60286;148,93;0;0;0;;;;;;;;;;;;;446,79;3;3;0;0;446,79
60287;16,25;0;0;0;0;;;;;;;;;;;;65;4;4;0;0;65
60288;146,66;0;0;0;0;0;0;0;0;0;0;0;0;;;;1759,92;12;12;0;0;1759,92
60289;44,36;0;0;0;0;;;;;;;;;;;;177,44;4;4;0;0;177,44
60290;126,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1895,55;15;15;0;0;1895,55
60291;28,32;0;0;0;0;0;0;;;;;;;;;;169,92;6;6;0;0;169,92
60292;85,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1282,65;15;15;0;0;1282,65
60293;10,47;0;0;0;0;;;;;;;;;;;;41,88;4;4;0;0;41,88
60294;29,21;0;0;0;0;0;0;;;;;;;;;;175,26;6;6;0;0;175,26
60295;7,35;0;0;0;;;;;;;;;;;;;22,05;3;3;0;0;22,05
60296;38,16;0;0;0;0;0;0;;;;;;;;;;228,96;6;6;0;0;228,96
60297;33,32;0;0;0;0;0;0;;;;;;;;;;199,92;6;6;0;0;199,92
60298;102,32;0;0;0;0;0;0;;;;;;;;;;613,92;6;6;0;0;613,92
60299;68,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1021,35;15;15;0;0;1021,35
60300;64,05;0;0;0;0;0;0;0;0;0;0;;;;;;640,5;10;10;0;0;640,5
60301;36,43;0;0;0;0;0;0;;;;;;;;;;218,58;6;6;0;0;218,58
60302;156,1;0;0;0;0;0;0;0;0;0;0;;;;;;1561;10;10;0;0;1561
60303;33,16;0;0;0;0;0;0;;;;;;;;;;198,96;6;6;0;0;198,96
60304;107,72;0;0;0;0;0;0;0;0;0;0;0;0;;;;1292,64;12;12;0;0;1292,64
60305;38,08;0;0;0;0;0;0;0;0;0;0;0;0;;;;456,96;12;12;0;0;456,96
60306;57,44;0;;;;;;;;;;;;;;;57,44;1;1;0;0;57,44
60307;44,05;0;0;0;0;0;0;0;0;0;0;;;;;;440,5;10;10;0;0;440,5
60308;76,18;0;0;0;0;0;0;0;0;0;0;0;0;;;;914,16;12;12;0;0;914,16
60309;110,35;0;0;0;0;0;0;0;0;0;0;0;0;;;;1324,2;12;12;0;0;1324,2
60310;99,98;0;0;0;0;0;;;;;;;;;;;499,9;5;5;0;0;499,9
60311;19,8;0;0;0;;;;;;;;;;;;;59,4;3;3;0;0;59,4
60312;58,02;0;0;0;0;0;0;0;0;0;0;;;;;;580,2;10;10;0;0;580,2
60313;15;0;0;0;;;;;;;;;;;;;45;3;3;0;0;45
60314;11,4;0;0;0;0;0;;;;;;;;;;;57;5;5;0;0;57
60315;22,33;0;0;0;0;0;0;;;;;;;;;;133,98;6;6;0;0;133,98
60316;36,75;0;0;0;0;0;0;0;0;0;0;0;0;;;;441;12;12;0;0;441
60317;138,71;0;0;0;0;0;0;0;0;;;;;;;;1109,68;8;8;0;0;1109,68
60318;40,49;0;0;0;0;0;0;;;;;;;;;;242,94;6;6;0;0;242,94
60319;25;0;0;0;0;0;0;;;;;;;;;;150;6;6;0;0;150
60320;82,48;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1072,24;13;13;0;0;1072,24
60321;89,86;0;0;0;0;0;0;0;;;;;;;;;629,02;7;7;0;0;629,02
60322;106,03;0;0;0;0;0;0;;;;;;;;;;636,18;6;6;0;0;636,18
60323;49,21;0;0;0;0;0;0;0;0;0;0;;;;;;492,1;10;10;0;0;492,1
60324;26,57;0;0;0;0;0;0;0;0;0;0;;;;;;265,7;10;10;0;0;265,7
60325;46,5;0;0;;;;;;;;;;;;;;93;2;2;0;0;93
60326;57,36;0;0;0;;;;;;;;;;;;;172,08;3;3;0;0;172,08
60327;23,16;0;0;0;0;0;0;;;;;;;;;;138,96;6;6;0;0;138,96
60328;39,4;0;0;0;0;0;0;0;0;0;0;0;0;;;;472,8;12;12;0;0;472,8
60329;19;0;0;0;0;0;0;0;0;0;;;;;;;171;9;9;0;0;171
60330;49,9;0;0;0;0;0;0;0;0;0;0;;;;;;499;10;10;0;0;499
60331;64,66;0;0;0;0;0;0;0;0;0;0;;;;;;646,6;10;10;0;0;646,6
60332;46,1;0;0;0;0;0;;;;;;;;;;;230,5;5;5;0;0;230,5
60333;19,9;0;0;0;;;;;;;;;;;;;59,7;3;3;0;0;59,7
60334;32,68;0;0;0;;;;;;;;;;;;;98,04;3;3;0;0;98,04
60335;117;0;0;0;0;0;0;0;0;0;0;0;0;;;;1404;12;12;0;0;1404
60336;24,88;0;0;0;0;0;0;;;;;;;;;;149,28;6;6;0;0;149,28
60337;29,66;0;0;0;0;0;0;;;;;;;;;;177,96;6;6;0;0;177,96
60338;144,47;0;0;0;0;0;0;0;0;0;0;0;0;;;;1733,64;12;12;0;0;1733,64
60339;17,16;0;0;0;0;0;0;;;;;;;;;;102,96;6;6;0;0;102,96
60340;51,19;0;0;0;0;0;0;0;0;0;0;0;0;;;;614,28;12;12;0;0;614,28
60341;25,65;0;0;0;;;;;;;;;;;;;76,95;3;3;0;0;76,95
60342;10,8;0;0;0;0;0;;;;;;;;;;;54;5;5;0;0;54
60343;83,47;0;0;0;0;0;0;0;0;0;0;;;;;;834,7;10;10;0;0;834,7
60344;106,08;0;0;0;0;0;0;0;0;0;0;;;;;;1060,8;10;10;0;0;1060,8
60345;98,75;0;0;0;0;0;0;0;0;0;0;;;;;;987,5;10;10;0;0;987,5
60346;71,13;0;0;0;0;0;0;0;0;0;0;;;;;;711,3;10;10;0;0;711,3
60347;104,28;0;0;0;0;0;0;0;0;0;0;0;0;;;;1251,36;12;12;0;0;1251,36
60348;19,75;0;0;0;0;;;;;;;;;;;;79;4;4;0;0;79
60349;19,93;0;0;0;;;;;;;;;;;;;59,79;3;3;0;0;59,79
60350;12,66;0;0;0;0;0;0;;;;;;;;;;75,96;6;6;0;0;75,96
60351;52,73;0;0;0;0;0;0;0;;;;;;;;;369,11;7;7;0;0;369,11
60352;27,9;0;0;0;0;0;0;;;;;;;;;;167,4;6;6;0;0;167,4
60353;82,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;993,6;12;12;0;0;993,6
60354;94,5;0;0;0;0;0;0;;;;;;;;;;567;6;6;0;0;567
60355;52,02;0;0;0;0;0;0;0;0;0;0;;;;;;520,2;10;10;0;0;520,2
60356;56,21;0;0;0;0;0;0;0;0;0;0;;;;;;562,1;10;10;0;0;562,1
60357;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2198;14;14;0;0;2198
60358;47,21;0;0;0;0;0;0;0;0;0;0;0;0;;;;566,52;12;12;0;0;566,52
60359;139,9;0;0;0;0;0;0;0;0;0;0;0;0;;;;1678,8;12;12;0;0;1678,8
60360;190,58;0;0;0;0;0;0;0;0;0;0;0;0;;;;2286,96;12;12;0;0;2286,96
60361;36,24;0;0;0;0;0;0;0;0;0;0;0;0;;;;434,88;12;12;0;0;434,88
60362;19,69;0;0;0;0;0;0;;;;;;;;;;118,14;6;6;0;0;118,14
60363;144,14;0;0;0;0;0;0;0;0;0;0;;;;;;1441,4;10;10;0;0;1441,4
60364;49;0;0;0;0;0;0;0;0;0;0;;;;;;490;10;10;0;0;490
60365;39,69;0;0;0;0;0;0;0;0;0;0;0;;;;;436,59;11;11;0;0;436,59
60366;46,25;0;0;0;0;0;0;0;0;;;;;;;;370;8;8;0;0;370
60367;52,32;0;0;0;0;0;0;;;;;;;;;;313,92;6;6;0;0;313,92
60368;83,86;0;0;0;0;0;0;0;0;0;;;;;;;754,74;9;9;0;0;754,74
60369;34,1;0;0;0;0;0;0;0;0;0;0;0;0;;;;409,2;12;12;0;0;409,2
60370;279,39;0;0;0;0;;;;;;;;;;;;1117,56;4;4;0;0;1117,56
60371;11;0;0;0;0;0;0;0;;;;;;;;;77;7;7;0;0;77
60372;51,17;0;0;0;0;0;0;;;;;;;;;;307,02;6;6;0;0;307,02
60373;40,56;0;0;0;0;0;0;0;0;0;0;0;0;;;;486,72;12;12;0;0;486,72
60374;65;0;0;0;0;;;;;;;;;;;;260;4;4;0;0;260
60375;40,8;0;0;0;0;;;;;;;;;;;;163,2;4;4;0;0;163,2
60376;57,76;0;0;0;0;0;0;0;0;0;0;;;;;;577,6;10;10;0;0;577,6
60377;46,65;0;0;0;0;0;;;;;;;;;;;233,25;5;5;0;0;233,25
60378;32,29;0;0;0;0;0;0;0;0;0;0;0;0;;;;387,48;12;12;0;0;387,48
60379;173;0;0;0;0;0;0;0;0;0;;;;;;;1557;9;9;0;0;1557
60380;51,45;0;0;0;0;0;0;0;0;0;0;;;;;;514,5;10;10;0;0;514,5
60381;7,87;0;0;0;0;;;;;;;;;;;;31,48;4;4;0;0;31,48
60382;49,59;0;0;0;0;0;0;0;0;0;0;0;0;;;;595,08;12;12;0;0;595,08
60383;87,1;0;0;0;0;0;0;0;0;0;0;0;0;;;;1045,2;12;12;0;0;1045,2
60384;29;0;0;0;0;0;0;0;0;0;0;0;0;0;;;377;13;13;0;0;377
60385;107,75;0;0;0;0;0;0;0;;;;;;;;;754,25;7;7;0;0;754,25
60386;132,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1993,5;15;15;0;0;1993,5
60387;118,45;0;0;0;0;0;0;0;0;0;0;0;0;;;;1421,4;12;12;0;0;1421,4
60388;24,63;0;0;0;;;;;;;;;;;;;73,89;3;3;0;0;73,89
60389;77;0;0;0;0;0;0;0;0;0;0;;;;;;770;10;10;0;0;770
60390;63,18;0;0;0;0;0;0;;;;;;;;;;379,08;6;6;0;0;379,08
60391;58,72;0;0;0;0;0;0;0;0;0;0;;;;;;587,2;10;10;0;0;587,2
60392;41,19;0;0;0;0;0;0;0;0;0;0;0;0;;;;494,28;12;12;0;0;494,28
60393;49,32;0;0;0;0;0;0;0;0;0;0;0;0;;;;591,84;12;12;0;0;591,84
60394;12;0;0;0;0;0;;;;;;;;;;;60;5;5;0;0;60
